symptom,pref_label,meddra_code,soc
Back pain,Back pain,10003988,Musculoskeletal and connective tissue disorders
Bacteraemia,Bacteraemia,10003997,Infections and infestations
Bacterial disease carrier,Bacterial disease carrier,10004017,Infections and infestations
Bacterial infection,Bacterial infection,10060945,Infections and infestations
Bacterial test,Bacterial test,10068074,Investigations
Bacterial test negative,Bacterial test negative,10065004,Investigations
Bacterial test positive,Bacterial test positive,10059421,Investigations
Bacterial vaginosis,Bacterial vaginosis,10004055,Reproductive system and breast disorders
Bacterial vulvovaginitis,Bacterial vulvovaginitis,10079528,Reproductive system and breast disorders
Balance disorder,Balance disorder,10049848,Nervous system disorders
Balance test,Balance test,10084567,Investigations
Balanoposthitis,Balanoposthitis,10004078,Reproductive system and breast disorders
Band neutrophil count,Band neutrophil count,10059477,Investigations
Band neutrophil count increased,Band neutrophil count increased,10050759,Investigations
Band neutrophil percentage,Band neutrophil percentage,10059468,Investigations
Band neutrophil percentage decreased,Band neutrophil percentage decreased,10059130,Investigations
Band neutrophil percentage increased,Band neutrophil percentage increased,10059129,Investigations
Bandaemia,Bandaemia,10072081,Blood and lymphatic system disorders
Barium enema abnormal,Barium enema abnormal,10004116,Investigations
Barium swallow,Barium swallow,10004124,Investigations
Barium swallow normal,Barium swallow normal,10004126,Investigations
Barotrauma,Barotrauma,10061688,"Injury, poisoning and procedural complications"
Barrel chest,Barrel chest,10004133,Musculoskeletal and connective tissue disorders
Bartonella test negative,Bartonella test negative,10075208,Investigations
Basal cell carcinoma,Basal cell carcinoma,10004146,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Basal ganglia haemorrhage,Basal ganglia haemorrhage,10067057,Vascular disorders
Basal ganglia infarction,Basal ganglia infarction,10069020,Nervous system disorders
Base excess,Base excess,10059961,Investigations
Base excess decreased,Base excess decreased,10059994,Investigations
Base excess negative,Base excess negative,10060915,Investigations
Basophil count,Basophil count,10049695,Investigations
Basophil count decreased,Basophil count decreased,10004167,Investigations
Basophil count increased,Basophil count increased,10004169,Investigations
Basophil count normal,Basophil count normal,10004170,Investigations
Basophil percentage,Basophil percentage,10059471,Investigations
Basophil percentage decreased,Basophil percentage decreased,10052219,Investigations
Basophil percentage increased,Basophil percentage increased,10052220,Investigations
Bed sharing,Bed sharing,10069595,Social circumstances
Bedridden,Bedridden,10048948,Social circumstances
Behaviour disorder,Behaviour disorder,10004207,Psychiatric disorders
Behcet's syndrome,Behcet's syndrome,10004213,Eye disorders
Bell's palsy,Bell's palsy,10004223,Nervous system disorders
Benign enlargement of the subarachnoid spaces,Benign enlargement of the subarachnoid spaces,10078477,Nervous system disorders
Benign fasciculation syndrome,Benign fasciculation syndrome,10086907,Nervous system disorders
Benign prostatic hyperplasia,Benign prostatic hyperplasia,10004446,Reproductive system and breast disorders
Beta 2 microglobulin normal,Beta 2 microglobulin normal,10004498,Investigations
Beta globulin,Beta globulin,10059561,Investigations
Beta haemolytic streptococcal infection,Beta haemolytic streptococcal infection,10052100,Infections and infestations
Beta-2 glycoprotein antibody,Beta-2 glycoprotein antibody,10066403,Investigations
Beta-2 glycoprotein antibody negative,Beta-2 glycoprotein antibody negative,10066405,Investigations
Beta-2 glycoprotein antibody positive,Beta-2 glycoprotein antibody positive,10066404,Investigations
Bickerstaff's encephalitis,Bickerstaff's encephalitis,10076985,Infections and infestations
Bifascicular block,Bifascicular block,10057393,Cardiac disorders
Bile acids,Bile acids,10088183,Investigations
Bile duct stenosis,Bile duct stenosis,10051341,Hepatobiliary disorders
Bile duct stent insertion,Bile duct stent insertion,10051773,Surgical and medical procedures
Bile duct stent removal,Bile duct stent removal,10069951,Surgical and medical procedures
Bile duct stone,Bile duct stone,10004637,Hepatobiliary disorders
Biliary colic,Biliary colic,10004663,Hepatobiliary disorders
Biliary dilatation,Biliary dilatation,10057202,Hepatobiliary disorders
Biliary tract dilation procedure,Biliary tract dilation procedure,10057205,Surgical and medical procedures
Bilirubin conjugated,Bilirubin conjugated,10004684,Investigations
Bilirubin conjugated decreased,Bilirubin conjugated decreased,10073405,Investigations
Bilirubin conjugated increased,Bilirubin conjugated increased,10004685,Investigations
Bilirubin urine,Bilirubin urine,10053113,Investigations
Binocular eye movement disorder,Binocular eye movement disorder,10061010,Eye disorders
Binocular visual dysfunction,Binocular visual dysfunction,10090124,Eye disorders
Biopsy,Biopsy,10004720,Investigations
Biopsy artery abnormal,Biopsy artery abnormal,10058364,Investigations
Biopsy bile duct normal,Biopsy bile duct normal,10058394,Investigations
Biopsy bone,Biopsy bone,10004735,Investigations
Biopsy bone marrow,Biopsy bone marrow,10004737,Investigations
Biopsy bone marrow abnormal,Biopsy bone marrow abnormal,10004738,Investigations
Biopsy bone marrow normal,Biopsy bone marrow normal,10004739,Investigations
Biopsy brain,Biopsy brain,10004741,Investigations
Biopsy brain abnormal,Biopsy brain abnormal,10004742,Investigations
Biopsy breast,Biopsy breast,10004744,Investigations
Biopsy breast abnormal,Biopsy breast abnormal,10004745,Investigations
Biopsy cervix,Biopsy cervix,10004753,Investigations
Biopsy cervix abnormal,Biopsy cervix abnormal,10004754,Investigations
Biopsy colon abnormal,Biopsy colon abnormal,10004760,Investigations
Biopsy colon normal,Biopsy colon normal,10004761,Investigations
Biopsy gingival,Biopsy gingival,10065076,Investigations
Biopsy heart abnormal,Biopsy heart abnormal,10004780,Investigations
Biopsy intestine abnormal,Biopsy intestine abnormal,10058371,Investigations
Biopsy kidney,Biopsy kidney,10004782,Investigations
Biopsy kidney abnormal,Biopsy kidney abnormal,10004783,Investigations
Biopsy kidney normal,Biopsy kidney normal,10004784,Investigations
Biopsy liver,Biopsy liver,10004791,Investigations
Biopsy liver abnormal,Biopsy liver abnormal,10004792,Investigations
Biopsy lung,Biopsy lung,10004794,Investigations
Biopsy lung normal,Biopsy lung normal,10004796,Investigations
Biopsy lymph gland,Biopsy lymph gland,10004797,Investigations
Biopsy lymph gland abnormal,Biopsy lymph gland abnormal,10004798,Investigations
Biopsy muscle,Biopsy muscle,10004802,Investigations
Biopsy muscle abnormal,Biopsy muscle abnormal,10004803,Investigations
Biopsy muscle normal,Biopsy muscle normal,10004804,Investigations
Biopsy oesophagus,Biopsy oesophagus,10004808,Investigations
Biopsy oesophagus normal,Biopsy oesophagus normal,10004810,Investigations
Biopsy peripheral nerve,Biopsy peripheral nerve,10004845,Investigations
Biopsy peripheral nerve abnormal,Biopsy peripheral nerve abnormal,10004846,Investigations
Biopsy placenta,Biopsy placenta,10065916,Investigations
Biopsy prostate,Biopsy prostate,10004857,Investigations
Biopsy prostate abnormal,Biopsy prostate abnormal,10048535,Investigations
Biopsy rectum abnormal,Biopsy rectum abnormal,10004860,Investigations
Biopsy skin,Biopsy skin,10004873,Investigations
Biopsy skin abnormal,Biopsy skin abnormal,10004874,Investigations
Biopsy skin normal,Biopsy skin normal,10004875,Investigations
Biopsy small intestine abnormal,Biopsy small intestine abnormal,10053283,Investigations
Biopsy stomach,Biopsy stomach,10004879,Investigations
Biopsy thyroid gland,Biopsy thyroid gland,10004888,Investigations
Biopsy thyroid gland abnormal,Biopsy thyroid gland abnormal,10004889,Investigations
Biopsy thyroid gland normal,Biopsy thyroid gland normal,10004890,Investigations
Biopsy tongue,Biopsy tongue,10004891,Investigations
Biopsy vulva abnormal,Biopsy vulva abnormal,10004904,Investigations
Bipolar I disorder,Bipolar I disorder,10004939,Psychiatric disorders
Bipolar disorder,Bipolar disorder,10057667,Psychiatric disorders
Bite,Bite,10004966,"Injury, poisoning and procedural complications"
Bladder calculus removal,Bladder calculus removal,10005002,Surgical and medical procedures
Bladder cancer,Bladder cancer,10005003,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Bladder cancer stage III,Bladder cancer stage III,10005011,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Bladder catheterisation,Bladder catheterisation,10005028,Surgical and medical procedures
Bladder dilatation,Bladder dilatation,10005033,Renal and urinary disorders
Bladder discomfort,Bladder discomfort,10005034,Renal and urinary disorders
Bladder disorder,Bladder disorder,10061011,Renal and urinary disorders
Bladder dysfunction,Bladder dysfunction,10069632,Renal and urinary disorders
Bladder hypertrophy,Bladder hypertrophy,10063408,Renal and urinary disorders
Bladder injury,Bladder injury,10061698,"Injury, poisoning and procedural complications"
Bladder irritation,Bladder irritation,10005052,Renal and urinary disorders
Bladder outlet obstruction,Bladder outlet obstruction,10071445,Renal and urinary disorders
Bladder scan,Bladder scan,10061940,Investigations
Blast cell count decreased,Blast cell count decreased,10062275,Investigations
Blau syndrome,Blau syndrome,10071755,Skin and subcutaneous tissue disorders
Blepharitis,Blepharitis,10005148,Eye disorders
Blepharospasm,Blepharospasm,10005159,Eye disorders
Blindness,Blindness,10005169,Eye disorders
Blindness transient,Blindness transient,10005184,Eye disorders
Blindness unilateral,Blindness unilateral,10005186,Eye disorders
Blister,Blister,10005191,"Injury, poisoning and procedural complications"
Blister rupture,Blister rupture,10073385,"Injury, poisoning and procedural complications"
Blood 25-hydroxycholecalciferol,Blood 25-hydroxycholecalciferol,10059936,Investigations
Blood HIV RNA,Blood HIV RNA,10049826,Investigations
Blood HIV RNA below assay limit,Blood HIV RNA below assay limit,10049829,Investigations
Blood HIV RNA increased,Blood HIV RNA increased,10049827,Investigations
Blood albumin,Blood albumin,10005285,Investigations
Blood albumin decreased,Blood albumin decreased,10005287,Investigations
Blood albumin normal,Blood albumin normal,10005289,Investigations
Blood alcohol increased,Blood alcohol increased,10060013,Investigations
Blood alcohol normal,Blood alcohol normal,10062897,Investigations
Blood alkaline phosphatase,Blood alkaline phosphatase,10005298,Investigations
Blood alkaline phosphatase increased,Blood alkaline phosphatase increased,10059570,Investigations
Blood alkaline phosphatase normal,Blood alkaline phosphatase normal,10005310,Investigations
Blood aluminium increased,Blood aluminium increased,10005321,Investigations
Blood aluminium normal,Blood aluminium normal,10005322,Investigations
Blood beta-D-glucan positive,Blood beta-D-glucan positive,10083491,Investigations
Blood bicarbonate,Blood bicarbonate,10005357,Investigations
Blood bicarbonate decreased,Blood bicarbonate decreased,10005359,Investigations
Blood bicarbonate increased,Blood bicarbonate increased,10005360,Investigations
Blood bicarbonate normal,Blood bicarbonate normal,10005361,Investigations
Blood bilirubin,Blood bilirubin,10005362,Investigations
Blood bilirubin decreased,Blood bilirubin decreased,10049869,Investigations
Blood bilirubin increased,Blood bilirubin increased,10005364,Investigations
Blood bilirubin normal,Blood bilirubin normal,10005367,Investigations
Blood blister,Blood blister,10005372,"Injury, poisoning and procedural complications"
Blood brain barrier defect,Blood brain barrier defect,10057361,Vascular disorders
Blood calcium,Blood calcium,10005392,Investigations
Blood calcium decreased,Blood calcium decreased,10005395,Investigations
Blood calcium increased,Blood calcium increased,10005396,Investigations
Blood calcium normal,Blood calcium normal,10005397,Investigations
Blood catecholamines,Blood catecholamines,10005411,Investigations
Blood chloride,Blood chloride,10005416,Investigations
Blood chloride decreased,Blood chloride decreased,10005419,Investigations
Blood chloride increased,Blood chloride increased,10005420,Investigations
Blood chloride normal,Blood chloride normal,10005421,Investigations
Blood cholesterol,Blood cholesterol,10005422,Investigations
Blood cholesterol abnormal,Blood cholesterol abnormal,10005423,Investigations
Blood cholesterol increased,Blood cholesterol increased,10005425,Investigations
Blood cholesterol normal,Blood cholesterol normal,10005426,Investigations
Blood chromium,Blood chromium,10005433,Investigations
Blood chromium normal,Blood chromium normal,10005436,Investigations
Blood chromogranin A,Blood chromogranin A,10068766,Investigations
Blood copper,Blood copper,10005439,Investigations
