symptom,pref_label,meddra_code,soc
Condition aggravated,Condition aggravated,10010264,General disorders and administration site conditions
Confusional state,Confusional state,10010305,Nervous system disorders
Congenital cystic kidney disease,Congenital cystic kidney disease,10010428,"Congenital, familial and genetic disorders"
Conjunctival discolouration,Conjunctival discolouration,10010712,Eye disorders
Conjunctival haemorrhage,Conjunctival haemorrhage,10010719,Vascular disorders
Conjunctival hyperaemia,Conjunctival hyperaemia,10051625,Eye disorders
Conjunctivitis,Conjunctivitis,10010741,Infections and infestations
Conjunctivitis allergic,Conjunctivitis allergic,10010744,Eye disorders
Conjunctivitis bacterial,Conjunctivitis bacterial,10061784,Eye disorders
Connective tissue disorder,Connective tissue disorder,10061087,Musculoskeletal and connective tissue disorders
Consciousness fluctuating,Consciousness fluctuating,10050093,Nervous system disorders
Constipation,Constipation,10010774,Gastrointestinal disorders
Continuous glucose monitoring,Continuous glucose monitoring,10079764,Investigations
Contraindicated product administered,Contraindicated product administered,10078504,"Injury, poisoning and procedural complications"
Contraindicated product prescribed,Contraindicated product prescribed,10081744,"Injury, poisoning and procedural complications"
Contraindication to vaccination,Contraindication to vaccination,10010835,Social circumstances
Contrast echocardiogram,Contrast echocardiogram,10087512,Investigations
Contrast media allergy,Contrast media allergy,10066973,"Injury, poisoning and procedural complications"
Contrast-enhanced magnetic resonance venography,Contrast-enhanced magnetic resonance venography,10087199,Investigations
Contusion,Contusion,10050584,Skin and subcutaneous tissue disorders
Conversion disorder,Conversion disorder,10010893,Psychiatric disorders
Coombs direct test,Coombs direct test,10010929,Investigations
Coombs test negative,Coombs test negative,10061089,Investigations
Coordination abnormal,Coordination abnormal,10010947,Nervous system disorders
Copper metabolism disorder,Copper metabolism disorder,10061091,Metabolism and nutrition disorders
Cor pulmonale,Cor pulmonale,10010968,Cardiac disorders
Corneal cyst,Corneal cyst,10061787,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Corneal lesion,Corneal lesion,10011026,Eye disorders
Corneal oedema,Corneal oedema,10011033,Eye disorders
Corneal scar,Corneal scar,10011044,"Injury, poisoning and procedural complications"
Corneal transplant,Corneal transplant,10054846,Surgical and medical procedures
Coronary angioplasty,Coronary angioplasty,10050329,Surgical and medical procedures
Coronary arterial stent insertion,Coronary arterial stent insertion,10052086,Surgical and medical procedures
Coronary artery aneurysm,Coronary artery aneurysm,10011071,Cardiac disorders
Coronary artery bypass,Coronary artery bypass,10011077,Surgical and medical procedures
Coronary artery disease,Coronary artery disease,10011078,Cardiac disorders
Coronary artery occlusion,Coronary artery occlusion,10011086,Vascular disorders
Coronary artery stenosis,Coronary artery stenosis,10011089,Vascular disorders
Coronary artery thrombosis,Coronary artery thrombosis,10011091,Vascular disorders
Coronavirus test,Coronavirus test,10084353,Investigations
Coronavirus test negative,Coronavirus test negative,10084269,Investigations
Coronavirus test positive,Coronavirus test positive,10070255,Investigations
Corticobasal degeneration,Corticobasal degeneration,10078208,Nervous system disorders
Costochondritis,Costochondritis,10011219,Musculoskeletal and connective tissue disorders
Cough,Cough,10011224,"Respiratory, thoracic and mediastinal disorders"
Cox-Maze procedure,Cox-Maze procedure,10065915,Surgical and medical procedures
Coxiella test,Coxiella test,10073454,Investigations
Coxsackie viral infection,Coxsackie viral infection,10011261,Infections and infestations
Cranial nerve decompression,Cranial nerve decompression,10080930,Surgical and medical procedures
Cranial nerve disorder,Cranial nerve disorder,10061093,Nervous system disorders
Cranial nerve paralysis,Cranial nerve paralysis,10061908,Nervous system disorders
Craniocerebral injury,Craniocerebral injury,10070976,Nervous system disorders
Craniofacial fracture,Craniofacial fracture,10077603,Musculoskeletal and connective tissue disorders
Craniopharyngioma,Craniopharyngioma,10011318,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Cranioplasty,Cranioplasty,10011320,Surgical and medical procedures
Craniotomy,Craniotomy,10011322,Surgical and medical procedures
Creatinine renal clearance,Creatinine renal clearance,10011371,Investigations
Creatinine renal clearance decreased,Creatinine renal clearance decreased,10011372,Investigations
Creatinine urine abnormal,Creatinine urine abnormal,10071021,Investigations
Creatinine urine increased,Creatinine urine increased,10050757,Investigations
Crepitations,Crepitations,10011376,General disorders and administration site conditions
Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease,10011384,Psychiatric disorders
Critical illness,Critical illness,10077264,General disorders and administration site conditions
Crohn's disease,Crohn's disease,10011401,Immune system disorders
Crossmatch,Crossmatch,10011412,Investigations
Croup infectious,Croup infectious,10011416,"Respiratory, thoracic and mediastinal disorders"
Crying,Crying,10011469,General disorders and administration site conditions
Cryoglobulinaemia,Cryoglobulinaemia,10011474,Vascular disorders
Cryoglobulins,Cryoglobulins,10011476,Investigations
Cryptococcus test,Cryptococcus test,10070456,Investigations
Cryptococcus test positive,Cryptococcus test positive,10070455,Investigations
Crystal urine,Crystal urine,10053114,Investigations
Crystalluria,Crystalluria,10011509,Renal and urinary disorders
Culture,Culture,10061447,Investigations
Culture negative,Culture negative,10061448,Investigations
Culture positive,Culture positive,10061449,Investigations
Culture stool,Culture stool,10011629,Investigations
Culture stool negative,Culture stool negative,10011630,Investigations
Culture stool positive,Culture stool positive,10011631,Investigations
Culture throat,Culture throat,10011632,Investigations
Culture throat negative,Culture throat negative,10011633,Investigations
Culture tissue specimen negative,Culture tissue specimen negative,10011636,Investigations
Culture urine,Culture urine,10011638,Investigations
Culture urine negative,Culture urine negative,10011639,Investigations
Culture urine positive,Culture urine positive,10011640,Investigations
Culture wound,Culture wound,10011641,Investigations
Culture wound negative,Culture wound negative,10011642,Investigations
Culture wound positive,Culture wound positive,10011643,Investigations
Cutaneous T-cell lymphoma,Cutaneous T-cell lymphoma,10011677,Skin and subcutaneous tissue disorders
Cutaneous calcification,Cutaneous calcification,10074496,Skin and subcutaneous tissue disorders
Cutaneous vasculitis,Cutaneous vasculitis,10011686,Immune system disorders
Cyanosis,Cyanosis,10011703,"Respiratory, thoracic and mediastinal disorders"
Cyclic vomiting syndrome,Cyclic vomiting syndrome,10062937,Gastrointestinal disorders
Cyst,Cyst,10011732,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Cyst removal,Cyst removal,10052938,Surgical and medical procedures
Cystitis,Cystitis,10011781,Infections and infestations
Cystitis interstitial,Cystitis interstitial,10011796,Immune system disorders
Cystitis noninfective,Cystitis noninfective,10063057,Renal and urinary disorders
Cystoscopy abnormal,Cystoscopy abnormal,10011815,Investigations
Cytogenetic abnormality,Cytogenetic abnormality,10067477,"Congenital, familial and genetic disorders"
Cytogenetic analysis,Cytogenetic analysis,10059882,Investigations
Cytogenetic analysis abnormal,Cytogenetic analysis abnormal,10059887,Investigations
Cytogenetic analysis normal,Cytogenetic analysis normal,10059886,Investigations
Cytokine abnormal,Cytokine abnormal,10077351,Investigations
Cytokine increased,Cytokine increased,10085573,Investigations
Cytokine release syndrome,Cytokine release syndrome,10052015,Immune system disorders
Cytokine storm,Cytokine storm,10050685,Immune system disorders
Cytology abnormal,Cytology abnormal,10059523,Investigations
Cytology normal,Cytology normal,10059531,Investigations
Cytomegalovirus test,Cytomegalovirus test,10061806,Investigations
Cytomegalovirus test negative,Cytomegalovirus test negative,10051622,Investigations
Cytomegalovirus test positive,Cytomegalovirus test positive,10051620,Investigations
Cytopenia,Cytopenia,10066274,Blood and lymphatic system disorders
Dacryoadenitis acquired,Dacryoadenitis acquired,10011841,Eye disorders
Dacryostenosis acquired,Dacryostenosis acquired,10053990,Eye disorders
Dairy intolerance,Dairy intolerance,10011852,Metabolism and nutrition disorders
Dandruff,Dandruff,10011859,Skin and subcutaneous tissue disorders
Dark circles under eyes,Dark circles under eyes,10064729,General disorders and administration site conditions
Daydreaming,Daydreaming,10057315,Psychiatric disorders
Deafness,Deafness,10011878,Ear and labyrinth disorders
Deafness bilateral,Deafness bilateral,10052556,Ear and labyrinth disorders
Deafness neurosensory,Deafness neurosensory,10011891,Ear and labyrinth disorders
Deafness transitory,Deafness transitory,10011900,Ear and labyrinth disorders
Deafness unilateral,Deafness unilateral,10048812,Ear and labyrinth disorders
Death,Death,10011906,General disorders and administration site conditions
Debridement,Debridement,10067806,Surgical and medical procedures
Decompressive craniectomy,Decompressive craniectomy,10078092,Surgical and medical procedures
Decorticate posture,Decorticate posture,10073345,Nervous system disorders
Decreased activity,Decreased activity,10011953,General disorders and administration site conditions
Decreased appetite,Decreased appetite,10061428,General disorders and administration site conditions
Decreased eye contact,Decreased eye contact,10069633,Psychiatric disorders
Decreased gait velocity,Decreased gait velocity,10082636,Nervous system disorders
Decreased immune responsiveness,Decreased immune responsiveness,10011968,Immune system disorders
Decreased interest,Decreased interest,10011971,Psychiatric disorders
Decreased vibratory sense,Decreased vibratory sense,10067502,Nervous system disorders
Decubitus ulcer,Decubitus ulcer,10011985,Skin and subcutaneous tissue disorders
Deep vein thrombosis,Deep vein thrombosis,10051055,Vascular disorders
Defaecation urgency,Defaecation urgency,10012110,Gastrointestinal disorders
Defiant behaviour,Defiant behaviour,10077244,Psychiatric disorders
Deficiency of the interleukin-1 receptor antagonist,Deficiency of the interleukin-1 receptor antagonist,10072224,General disorders and administration site conditions
Degenerative bone disease,Degenerative bone disease,10081730,Musculoskeletal and connective tissue disorders
Dehydration,Dehydration,10012174,Metabolism and nutrition disorders
Dehydroepiandrosterone decreased,Dehydroepiandrosterone decreased,10056629,Investigations
Delayed dark adaptation,Delayed dark adaptation,10072729,Eye disorders
Delayed fontanelle closure,Delayed fontanelle closure,10054034,Musculoskeletal and connective tissue disorders
Delayed light adaptation,Delayed light adaptation,10079805,Eye disorders
Delirium,Delirium,10012218,Psychiatric disorders
Delivery,Delivery,10067647,"Pregnancy, puerperium and perinatal conditions"
Delusion,Delusion,10012239,Psychiatric disorders
Delusion of parasitosis,Delusion of parasitosis,10012242,Psychiatric disorders
Dementia,Dementia,10012267,Nervous system disorders
Dementia Alzheimer's type,Dementia Alzheimer's type,10012271,Nervous system disorders
Dementia with Lewy bodies,Dementia with Lewy bodies,10067889,Nervous system disorders
Demyelinating polyneuropathy,Demyelinating polyneuropathy,10061811,Nervous system disorders
Demyelination,Demyelination,10012305,Nervous system disorders
Dental caries,Dental caries,10012318,Gastrointestinal disorders
Dental operation,Dental operation,10061812,Surgical and medical procedures
Dependence on respirator,Dependence on respirator,10057482,"Respiratory, thoracic and mediastinal disorders"
Depersonalisation/derealisation disorder,Depersonalisation/derealisation disorder,10077805,Psychiatric disorders
Depressed level of consciousness,Depressed level of consciousness,10012373,Nervous system disorders
Depressed mood,Depressed mood,10012374,Psychiatric disorders
Depression,Depression,10012378,Psychiatric disorders
Derealisation,Derealisation,10012422,Psychiatric disorders
Dermal filler reaction,Dermal filler reaction,10086476,"Injury, poisoning and procedural complications"
Dermatitis,Dermatitis,10012431,Skin and subcutaneous tissue disorders
Dermatitis acneiform,Dermatitis acneiform,10012432,Skin and subcutaneous tissue disorders
Dermatitis allergic,Dermatitis allergic,10012434,Skin and subcutaneous tissue disorders
Dermatitis atopic,Dermatitis atopic,10012438,Skin and subcutaneous tissue disorders
Dermatitis bullous,Dermatitis bullous,10012441,Skin and subcutaneous tissue disorders
Dermatitis contact,Dermatitis contact,10012442,Immune system disorders
Dermatitis diaper,Dermatitis diaper,10012444,Reproductive system and breast disorders
Dermatitis exfoliative generalised,Dermatitis exfoliative generalised,10012456,Skin and subcutaneous tissue disorders
Dermatologic examination,Dermatologic examination,10058379,Investigations
Dermatomyositis,Dermatomyositis,10012503,Immune system disorders
Dermatosis,Dermatosis,10048768,Skin and subcutaneous tissue disorders
Desmoid tumour,Desmoid tumour,10059352,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Developmental coordination disorder,Developmental coordination disorder,10012557,Nervous system disorders
Developmental delay,Developmental delay,10012559,Psychiatric disorders
Developmental regression,Developmental regression,10076709,General disorders and administration site conditions
Device breakage,Device breakage,10012575,Product issues
Device colour issue,Device colour issue,10069873,Product issues
Device connection issue,Device connection issue,10065066,Product issues
Device delivery system issue,Device delivery system issue,10077122,Product issues
Device inappropriate shock delivery,Device inappropriate shock delivery,10075322,Product issues
Device issue,Device issue,10069868,Product issues
Device leakage,Device leakage,10012587,Product issues
Device malfunction,Device malfunction,10063829,Product issues
Device material issue,Device material issue,10069871,Product issues
Device mechanical issue,Device mechanical issue,10083638,Product issues
Device occlusion,Device occlusion,10064685,Product issues
Device related infection,Device related infection,10064687,General disorders and administration site conditions
Device safety feature issue,Device safety feature issue,10083639,Product issues
Device use issue,Device use issue,10077812,"Injury, poisoning and procedural complications"
Diabetes mellitus,Diabetes mellitus,10012601,Metabolism and nutrition disorders
Diabetes mellitus inadequate control,Diabetes mellitus inadequate control,10012607,Metabolism and nutrition disorders
Diabetic foot,Diabetic foot,10060734,Vascular disorders
Diabetic ketoacidosis,Diabetic ketoacidosis,10012671,Metabolism and nutrition disorders
Diabetic metabolic decompensation,Diabetic metabolic decompensation,10074309,Metabolism and nutrition disorders
Diabetic neuropathy,Diabetic neuropathy,10012680,Nervous system disorders
Diagnostic aspiration,Diagnostic aspiration,10072924,Investigations
Diagnostic procedure,Diagnostic Procedure,T060,Event
Dialysis,Dialysis,10061105,Surgical and medical procedures
Diaphragmalgia,Diaphragmalgia,10052749,"Respiratory, thoracic and mediastinal disorders"
Diaphragmatic disorder,Diaphragmatic disorder,10061106,"Respiratory, thoracic and mediastinal disorders"
Diaphragmatic hernia,Diaphragmatic hernia,10012713,"Respiratory, thoracic and mediastinal disorders"
Diaphragmatic spasm,Diaphragmatic spasm,10074312,"Respiratory, thoracic and mediastinal disorders"
Diarrhoea,Diarrhoea,10012735,Gastrointestinal disorders
Diarrhoea haemorrhagic,Diarrhoea haemorrhagic,10012741,Vascular disorders
Diastolic dysfunction,Diastolic dysfunction,10052337,Cardiac disorders
Diet refusal,Diet refusal,10012775,Metabolism and nutrition disorders
Differential white blood cell count,Differential white blood cell count,10012784,Investigations
Differential white blood cell count abnormal,Differential white blood cell count abnormal,10012785,Investigations
Differential white blood cell count normal,Differential white blood cell count normal,10012787,Investigations
Diffuse cutaneous mastocytosis,Diffuse cutaneous mastocytosis,10012812,Skin and subcutaneous tissue disorders
Diffuse large B-cell lymphoma,Diffuse large B-cell lymphoma,10012818,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Diffusion-weighted brain MRI,Diffusion-weighted brain MRI,10079718,Investigations
Diffusion-weighted brain MRI abnormal,Diffusion-weighted brain MRI abnormal,10079717,Investigations
Dilated cardiomyopathy,Dilated cardiomyopathy,10056419,Cardiac disorders
Dilated pores,Dilated pores,10076249,Skin and subcutaneous tissue disorders
Diplegia,Diplegia,10013033,Nervous system disorders
Diplopia,Diplopia,10013036,Eye disorders
Disability,Disability,10013050,Social circumstances
Discharge,Discharge,10080907,General disorders and administration site conditions
Discoloured vomit,Discoloured vomit,10079120,Gastrointestinal disorders
Discomfort,Discomfort,10013082,General disorders and administration site conditions
Discontinued product administered,Discontinued product administered,10078505,"Injury, poisoning and procedural complications"
Discouragement,Discouragement,10084257,Psychiatric disorders
Disease progression,Disease progression,10061818,General disorders and administration site conditions
Disease recurrence,Disease recurrence,10061819,General disorders and administration site conditions
Disorganised speech,Disorganised speech,10076227,Nervous system disorders
Disorientation,Disorientation,10013395,Nervous system disorders
Disseminated Bacillus Calmette-Guerin infection,Disseminated Bacillus Calmette-Guerin infection,10076666,"Injury, poisoning and procedural complications"
Disseminated intravascular coagulation,Disseminated intravascular coagulation,10013442,Blood and lymphatic system disorders
Disseminated varicella,Disseminated varicella,10084395,Infections and infestations
Disseminated varicella zoster virus infection,Disseminated varicella zoster virus infection,10084396,Skin and subcutaneous tissue disorders
Dissociation,Dissociation,10013457,Psychiatric disorders
Distractibility,Distractibility,10013486,Psychiatric disorders
Distributive shock,Distributive shock,10070559,Vascular disorders
Disturbance in attention,Disturbance in attention,10013496,Nervous system disorders
Disturbance in social behaviour,Disturbance in social behaviour,10061108,Psychiatric disorders
Diverticulitis,Diverticulitis,10013538,Infections and infestations
Diverticulitis intestinal haemorrhagic,Diverticulitis intestinal haemorrhagic,10013541,Gastrointestinal disorders
Diverticulum intestinal,Diverticulum intestinal,10013559,Gastrointestinal disorders
Dizziness,Dizziness,10013573,Vascular disorders
Dizziness exertional,Dizziness exertional,10013576,Vascular disorders
Dizziness postural,Dizziness postural,10013578,Vascular disorders
Documented hypersensitivity to administered product,Documented hypersensitivity to administered product,10076470,"Injury, poisoning and procedural complications"
Dopamine transporter scintigraphy,Dopamine transporter scintigraphy,10077317,Investigations
Double stranded DNA antibody,Double stranded DNA antibody,10050418,Investigations
Double stranded DNA antibody positive,Double stranded DNA antibody positive,10069907,Investigations
Drain placement,Drain placement,10072795,Surgical and medical procedures
Drainage,Drainage,10084562,Surgical and medical procedures
Dreamy state,Dreamy state,10013634,Nervous system disorders
Drooling,Drooling,10013642,Nervous system disorders
Drowning,Drowning,10013647,General disorders and administration site conditions
Drug abuse,Drug abuse,10013654,Psychiatric disorders
Drug eruption,Drug eruption,10013687,Immune system disorders
Drug hypersensitivity,Drug hypersensitivity,10013700,Immune system disorders
Drug ineffective,Drug ineffective,10013709,General disorders and administration site conditions
Drug interaction,Drug interaction,10013710,General disorders and administration site conditions
Drug intolerance,Drug intolerance,10061822,General disorders and administration site conditions
Drug level therapeutic,Drug level therapeutic,10061134,Investigations
Drug reaction with eosinophilia and systemic symptoms,Drug reaction with eosinophilia and systemic symptoms,10073508,Immune system disorders
Drug screen,Drug screen,10050837,Investigations
Drug screen negative,Drug screen negative,10050895,Investigations
Drug screen positive,Drug screen positive,10049177,Investigations
Drug withdrawal syndrome,Drug withdrawal syndrome,10013754,General disorders and administration site conditions
Drug-induced liver injury,Drug-induced liver injury,10072268,"Injury, poisoning and procedural complications"
Dry eye,Dry eye,10013774,Eye disorders
Dry mouth,Dry mouth,10013781,Gastrointestinal disorders
Dry skin,Dry skin,10013786,Skin and subcutaneous tissue disorders
Dry throat,Dry throat,10013789,"Respiratory, thoracic and mediastinal disorders"
Duchenne muscular dystrophy gene carrier,Duchenne muscular dystrophy gene carrier,10052655,"Congenital, familial and genetic disorders"
Duodenitis,Duodenitis,10013864,Gastrointestinal disorders
Dural arteriovenous fistula,Dural arteriovenous fistula,10074462,Vascular disorders
Dust allergy,Dust allergy,10077439,Immune system disorders
Dysaesthesia,Dysaesthesia,10013886,Nervous system disorders
Dysarthria,Dysarthria,10013887,Nervous system disorders
Dysbiosis,Dysbiosis,10082129,"Injury, poisoning and procedural complications"
Dyscalculia,Dyscalculia,10049669,Nervous system disorders
Dyschezia,Dyschezia,10051244,Gastrointestinal disorders
Dyschromatopsia,Dyschromatopsia,10013892,Eye disorders
Dysgeusia,Dysgeusia,10013911,Gastrointestinal disorders
Dysgraphia,Dysgraphia,10058319,Nervous system disorders
Dyshidrotic eczema,Dyshidrotic eczema,10013913,Skin and subcutaneous tissue disorders
Dyskinesia,Dyskinesia,10013916,Nervous system disorders
Dyslexia,Dyslexia,10013932,Nervous system disorders
Dyslipidaemia,Dyslipidaemia,10058108,Metabolism and nutrition disorders
Dysmenorrhoea,Dysmenorrhoea,10013935,Reproductive system and breast disorders
Dyspepsia,Dyspepsia,10013946,Gastrointestinal disorders
Dysphagia,Dysphagia,10013950,Gastrointestinal disorders
Dysphemia,Dysphemia,10054964,Nervous system disorders
Dysphonia,Dysphonia,10013952,Psychiatric disorders
Dysphoria,Dysphoria,10013954,Psychiatric disorders
Dyspnoea,Dyspnoea,10013968,Cardiac disorders
Dyspnoea at rest,Dyspnoea at rest,10013969,Cardiac disorders
Dyspnoea exertional,Dyspnoea exertional,10013971,Cardiac disorders
Dyspnoea paroxysmal nocturnal,Dyspnoea paroxysmal nocturnal,10013974,Cardiac disorders
Dysstasia,Dysstasia,10050256,General disorders and administration site conditions
Dystonia,Dystonia,10013983,Nervous system disorders
Dysuria,Dysuria,10013990,Renal and urinary disorders
Eagle's syndrome,Eagle's syndrome,10066835,Musculoskeletal and connective tissue disorders
Ear canal erythema,Ear canal erythema,10052135,Ear and labyrinth disorders
Ear congestion,Ear congestion,10052136,Ear and labyrinth disorders
Ear deformity acquired,Ear deformity acquired,10014002,Ear and labyrinth disorders
Ear discomfort,Ear discomfort,10052137,Ear and labyrinth disorders
Ear disorder,Ear disorder,10014004,Ear and labyrinth disorders
Ear haemorrhage,Ear haemorrhage,10014009,"Injury, poisoning and procedural complications"
Ear infection,Ear infection,10014011,Ear and labyrinth disorders
Ear infection viral,Ear infection viral,10061830,Infections and infestations
Ear inflammation,Ear inflammation,10085924,Ear and labyrinth disorders
Ear injury,Ear injury,10057446,Ear and labyrinth disorders
Ear irrigation,Ear irrigation,10058074,Surgical and medical procedures
Ear operation,Ear operation,10061831,Surgical and medical procedures
Ear pain,Ear pain,10014020,Ear and labyrinth disorders
Ear pruritus,Ear pruritus,10052138,Ear and labyrinth disorders
Ear swelling,Ear swelling,10014025,Ear and labyrinth disorders
Ear tube insertion,Ear tube insertion,10057900,Surgical and medical procedures
Early satiety,Early satiety,10059186,Metabolism and nutrition disorders
Eastern Cooperative Oncology Group performance status,Eastern Cooperative Oncology Group performance status,10067961,Investigations
Eating disorder,Eating disorder,10014062,Psychiatric disorders
Ecchymosis,Ecchymosis,10014080,Skin and subcutaneous tissue disorders
Echocardiogram,Echocardiogram,10014113,Investigations
Echocardiogram abnormal,Echocardiogram abnormal,10061593,Investigations
Echocardiogram normal,Echocardiogram normal,10014115,Investigations
Ectopic pregnancy,Ectopic pregnancy,10014166,"Pregnancy, puerperium and perinatal conditions"
Eczema,Eczema,10014184,Skin and subcutaneous tissue disorders
Eczema eyelids,Eczema eyelids,10014194,Eye disorders
Eczema herpeticum,Eczema herpeticum,10014197,Immune system disorders
Eczema infantile,Eczema infantile,10014198,Skin and subcutaneous tissue disorders
Educational problem,Educational problem,10014270,Social circumstances
Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,10014316,Musculoskeletal and connective tissue disorders
Ejection fraction,Ejection fraction,10050527,Investigations
Ejection fraction abnormal,Ejection fraction abnormal,10014331,Investigations
Ejection fraction decreased,Ejection fraction decreased,10050528,Investigations
Ejection fraction normal,Ejection fraction normal,10064144,Investigations
Electric shock sensation,Electric shock sensation,10014358,General disorders and administration site conditions
Electrocardiogram,Electrocardiogram,10014362,Investigations
Electrocardiogram QRS complex prolonged,Electrocardiogram QRS complex prolonged,10014380,Investigations
Electrocardiogram QRS complex shortened,Electrocardiogram QRS complex shortened,10051158,Investigations
Electrocardiogram QT prolonged,Electrocardiogram QT prolonged,10014387,Investigations
Electrocardiogram ST segment abnormal,Electrocardiogram ST segment abnormal,10014390,Investigations
Electrocardiogram ST segment depression,Electrocardiogram ST segment depression,10014391,Investigations
Electrocardiogram ST segment elevation,Electrocardiogram ST segment elevation,10014392,Investigations
Electrocardiogram ST-T change,Electrocardiogram ST-T change,10061117,Investigations
Electrocardiogram ST-T segment abnormal,Electrocardiogram ST-T segment abnormal,10052333,Investigations
Electrocardiogram ST-T segment elevation,Electrocardiogram ST-T segment elevation,10049225,Investigations
Electrocardiogram T wave abnormal,Electrocardiogram T wave abnormal,10050380,Investigations
Electrocardiogram T wave inversion,Electrocardiogram T wave inversion,10014395,Investigations
Electrocardiogram abnormal,Electrocardiogram abnormal,10014363,Investigations
Electrocardiogram ambulatory,Electrocardiogram ambulatory,10014368,Investigations
Electrocardiogram ambulatory abnormal,Electrocardiogram ambulatory abnormal,10014369,Investigations
Electrocardiogram ambulatory normal,Electrocardiogram ambulatory normal,10014370,Investigations
Electrocardiogram normal,Electrocardiogram normal,10014373,Investigations
Electrocochleogram,Electrocochleogram,10014398,Investigations
Electroencephalogram,Electroencephalogram,10014407,Investigations
Electroencephalogram abnormal,Electroencephalogram abnormal,10014408,Investigations
Electroencephalogram normal,Electroencephalogram normal,10014409,Investigations
Electrolyte imbalance,Electrolyte imbalance,10014418,Metabolism and nutrition disorders
Electromyogram,Electromyogram,10014430,Investigations
Electromyogram abnormal,Electromyogram abnormal,10014431,Investigations
Electromyogram normal,Electromyogram normal,10014432,Investigations
Electroneuromyography,Electroneuromyography,10050116,Investigations
Electronystagmogram,Electronystagmogram,10014449,Investigations
Electronystagmogram abnormal,Electronystagmogram abnormal,10014450,Investigations
Electrophoresis,Electrophoresis,10014458,Investigations
Electrophoresis protein,Electrophoresis protein,10014467,Investigations
Electrophoresis protein abnormal,Electrophoresis protein abnormal,10014468,Investigations
Electrophoresis protein normal,Electrophoresis protein normal,10014469,Investigations
Embolic stroke,Embolic stroke,10014498,Vascular disorders
Embolism,Embolism,10061169,Vascular disorders
Emergency care,Emergency care,10066400,Surgical and medical procedures
Emotional disorder,Emotional disorder,10014551,Psychiatric disorders
Emotional distress,Emotional distress,10049119,Psychiatric disorders
Emotional poverty,Emotional poverty,10014557,Psychiatric disorders
Emphysema,Emphysema,10014561,"Respiratory, thoracic and mediastinal disorders"
Enanthema,Enanthema,10014579,General disorders and administration site conditions
Encephalitis,Encephalitis,10014581,Infections and infestations
Encephalitis autoimmune,Encephalitis autoimmune,10072378,Immune system disorders
Encephalitis viral,Encephalitis viral,10014612,Infections and infestations
Encephalocele,Encephalocele,10014617,"Congenital, familial and genetic disorders"
Encephalomalacia,Encephalomalacia,10051818,Nervous system disorders
Encephalomyelitis,Encephalomyelitis,10014619,Infections and infestations
Encephalopathy,Encephalopathy,10014625,Nervous system disorders
End stage renal disease,End stage renal disease,10077512,Renal and urinary disorders
Endocarditis,Endocarditis,10014665,Infections and infestations
Endocrine disorder,,,API_Error
Endocrine ophthalmopathy,,,API_Error
Endocrine pancreatic disorder,,,API_Error
Endometrial ablation,,,API_Error
Endometrial cancer,,,API_Error
Endometriosis,,,API_Error
Endophthalmitis,,,API_Error
Endoscopic retrograde cholangiopancreatography abnormal,,,API_Error
Endoscopic ultrasound abnormal,,,API_Error
Endoscopy,,,API_Error
Endoscopy abnormal,,,API_Error
Endoscopy gastrointestinal abnormal,Endoscopy gastrointestinal abnormal,10061860,Investigations
Endoscopy normal,Endoscopy normal,10061840,Investigations
Endoscopy upper gastrointestinal tract,Endoscopy upper gastrointestinal tract,10014819,Investigations
Endoscopy upper gastrointestinal tract abnormal,Endoscopy upper gastrointestinal tract abnormal,10014820,Investigations
Endoscopy upper gastrointestinal tract normal,Endoscopy upper gastrointestinal tract normal,10014821,Investigations
Endothelial dysfunction,Endothelial dysfunction,10048554,Vascular disorders
Endotracheal intubation,Endotracheal intubation,10067450,Surgical and medical procedures
Enema administration,Enema administration,10050314,Surgical and medical procedures
Enlarged uvula,Enlarged uvula,10066192,Gastrointestinal disorders
Enteritis,Enteritis,10014866,Gastrointestinal disorders
Enterococcus test positive,Enterococcus test positive,10070024,Investigations
Enterocolitis,Enterocolitis,10014893,Gastrointestinal disorders
Enterocolitis viral,Enterocolitis viral,10061841,Infections and infestations
Enterovirus infection,Enterovirus infection,10014909,Infections and infestations
Enterovirus test negative,Enterovirus test negative,10070397,Investigations
Enterovirus test positive,Enterovirus test positive,10070386,Investigations
Enuresis,Enuresis,10014928,Renal and urinary disorders
Environmental exposure,Environmental exposure,10072082,"Injury, poisoning and procedural complications"
Eosinophil count,Eosinophil count,10014941,Investigations
Eosinophil count decreased,Eosinophil count decreased,10014943,Investigations
Eosinophil count increased,Eosinophil count increased,10014945,Investigations
Eosinophil count normal,Eosinophil count normal,10014946,Investigations
Eosinophil percentage,Eosinophil percentage,10059464,Investigations
Eosinophil percentage decreased,Eosinophil percentage decreased,10052221,Investigations
Eosinophil percentage increased,Eosinophil percentage increased,10052222,Investigations
Eosinophilia,Eosinophilia,10014950,Blood and lymphatic system disorders
Eosinophilic granulomatosis with polyangiitis,Eosinophilic granulomatosis with polyangiitis,10078117,"Respiratory, thoracic and mediastinal disorders"
